,AAPL.O mean ret,MSFT.O mean ret,INTC.O mean ret,AMZN.O mean ret,GS.N mean ret,AAPL.O ret,MSFT.O ret,INTC.O ret,AMZN.O ret,GS.N ret,AAPL.O improvs,MSFT.O improvs,INTC.O improvs,AMZN.O improvs,GS.N improvs,AAPL.O falses,MSFT.O falses,INTC.O falses,AMZN.O falses,GS.N falses,AAPL.O falses,MSFT.O falses,INTC.O falses,AMZN.O falses,GS.N falses,AAPL.O f1 mean,MSFT.O f1 mean,INTC.O f1 mean,AMZN.O f1 mean,GS.N f1 mean,AAPL.O f1 std,MSFT.O f1 std,INTC.O f1 std,AMZN.O f1 std,GS.N f1 std
0,0.07793582122338764,-0.1550925948317951,0.04213636667568201,-0.10421273552532957,0.17164252792882861,0.5611936097644655,0.38201717111492056,0.35229784675054665,0.46191960977245383,0.4434092736013952,565.0,320.0,553.0,423.0,650.0,182.75524475524475,188.84015984015983,185.2977022977023,182.58241758241758,185.97602397602398,10.144606200589298,10.071168034266218,9.439135803413608,9.509229755845128,9.61371023983065,0.5860112176747675,0.5973712818428184,0.6357525972804436,0.6688928314211423,0.6157138092050198,0.029479653092279547,0.029270462446517695,0.026629941404566426,0.024902858192828312,0.02813700807144991
1,-0.02553364564289433,-0.18659216124449063,0.0029422456684447306,-0.1399825208655661,0.06414769733636996,0.48920408267224125,0.36693543072333845,0.32509183040710093,0.4319902770511477,0.4061559225120174,465.0,309.0,487.0,367.0,559.0,185.53046953046953,190.95404595404597,186.33266733266734,183.44155844155844,188.13186813186815,9.530861486734594,9.695044410103872,9.332535656413105,8.979801287825419,9.438251607506206,0.5889345342941255,0.6006212088768077,0.642927540288514,0.6715012060980746,0.6183563249771089,0.027301559045482975,0.02889337630156772,0.026742126957252817,0.024195679856473435,0.027880007311434172
2,-0.05330637961921995,-0.17922133444637744,-0.027865548991710835,-0.12699563702582087,0.038964192074397164,0.47362753062324325,0.37369405983513776,0.3078659294671616,0.4187397621541904,0.3864017356604948,456.0,286.0,466.0,376.0,543.0,186.37862137862138,191.83616383616385,187.3026973026973,183.04095904095905,189.06693306693307,9.444548824454372,9.636759355153103,10.041677286055487,9.51048477625197,9.351177224527156,0.5948886883913268,0.6053918918913483,0.6466777002447688,0.6755412310172327,0.622135519505014,0.02810676175068032,0.028658729053873615,0.02776099498305146,0.024343045465998466,0.027274986484888557
3,-0.07742851909418502,-0.18014775898441376,-0.05566316469602263,-0.13057140943296114,0.02862443112932053,0.46282934901243594,0.3614785440232757,0.3037589273208781,0.40438492244324603,0.3743717875119102,413.0,302.0,411.0,365.0,522.0,187.66233766233765,192.12687312687314,187.7782217782218,183.41758241758242,189.0949050949051,9.340335654026056,9.922040471238123,9.726189656528659,9.128715711941656,9.155762339422315,0.5960299205707074,0.6082025688542403,0.6515602384901806,0.6774430385149944,0.6257471750313126,0.027486847955499532,0.028643061849868486,0.027002110288536607,0.02382040207354676,0.02739199826075654
4,-0.13542011714624036,-0.17371822485731936,-0.04215785767788969,-0.13324685971249162,0.035495020825554606,0.46551914420209667,0.3423180404195492,0.27915300547984484,0.38630776616211276,0.3493592065111353,361.0,282.0,445.0,365.0,553.0,188.08491508491508,192.14685314685315,188.02797202797203,183.71928071928073,189.16583416583416,9.263356962666515,9.356891181766118,9.250579267441406,9.312471094297033,9.25626660854535,0.5970597542425834,0.609054929967368,0.6510658003884555,0.6766769609728608,0.6261710546937804,0.02708653866754536,0.02829945962164088,0.02604469242364633,0.023527389412127384,0.02662617249941653
5,-0.14126142074847897,-0.199287613524302,-0.06788316360936149,-0.167117767941319,-0.03722622439315179,0.4561243742942386,0.37008252735554875,0.2867559605901829,0.3710526518236476,0.35656706688741135,359.0,274.0,389.0,313.0,456.0,188.76123876123876,193.47552447552448,188.44255744255744,183.53846153846155,190.018981018981,9.558029925875724,9.382624917881477,9.612125001941413,9.15514987483926,9.054536948990782,0.5980657881628434,0.6084033368455092,0.652852608625385,0.6787206942809443,0.627208042982252,0.02731719801234596,0.026994592458059026,0.026292608644939718,0.023303564646562386,0.026277434525848718
6,-0.12749885068274386,-0.19098352926750004,-0.06738945970059015,-0.11850839858336341,-0.00884795395069953,0.44494141955353916,0.35712248748055886,0.2818733499191426,0.40664028254154366,0.3574202198504787,389.0,286.0,403.0,392.0,490.0,188.44755244755245,193.2097902097902,188.80519480519482,183.23876123876124,189.8131868131868,9.69853063631273,9.675429915819967,9.412811109706434,9.172782351279027,9.341951933834084,0.599700518871025,0.6106901935236447,0.6524865599746884,0.6794718084627775,0.6282850535926449,0.027691357657065492,0.027622134334921826,0.026207809442093263,0.023237061398200445,0.026294482820279862
7,-0.10469385929482873,-0.17451311820209017,-0.04950393709377532,-0.11800126469382981,-0.006194571844241284,0.445973823190929,0.35191432199823297,0.2874740884142525,0.3805674909164874,0.369989977277619,394.0,298.0,437.0,355.0,484.0,188.5894105894106,193.24175824175825,188.53846153846155,183.36363636363637,189.56643356643357,9.769659551501663,9.557692948902188,9.77429123930576,9.29890511639065,9.109655985152903,0.6026829732748405,0.611864512233449,0.6551870199054528,0.6801909195439444,0.6302407727993816,0.026949628459521376,0.02679565667722435,0.026750532338122704,0.023120371283678262,0.02557427879707607
8,-0.14867440702764004,-0.19130415757057892,-0.07039093836668818,-0.17505875666435697,-0.04130377080157596,0.43963697445150446,0.3536309973685506,0.26526165962378934,0.39849010628107157,0.3399860043060961,370.0,284.0,384.0,317.0,432.0,188.8961038961039,193.1998001998002,188.994005994006,183.6823176823177,190.72927072927072,9.897029595044899,9.248569616975375,9.364719111429023,9.08773772855363,9.475000388793255,0.6028692467851368,0.6135685098301947,0.654982805522724,0.6799329538808886,0.6281841567560235,0.028413612082810125,0.027147410573655578,0.025165302838451316,0.022428844494660725,0.026789249909507557
9,-0.13850059811463777,-0.18967463012878844,-0.05323461399328264,-0.12468980607688405,-0.018970289924140894,0.448702462221594,0.34730659018403887,0.2844572386849101,0.37504215514570877,0.35409090931010884,378.0,276.0,432.0,368.0,472.0,188.80519480519482,193.8881118881119,188.35364635364635,183.44455544455545,189.86413586413587,9.446640301557636,9.833385405417028,9.48371283785044,8.936172157426952,9.539576640371543,0.6032854621828613,0.612047149428183,0.6564743767446292,0.6810090105578402,0.6317057915052039,0.027419511160224556,0.027942042744154096,0.02551170860124543,0.021612906614183497,0.025812016509727476
