	AAPL.O mean ret	MSFT.O mean ret	INTC.O mean ret	AMZN.O mean ret	GS.N mean ret	AAPL.O ret	MSFT.O ret	INTC.O ret	AMZN.O ret	GS.N ret	AAPL.O improvs	MSFT.O improvs	INTC.O improvs	AMZN.O improvs	GS.N improvs	AAPL.O falses	MSFT.O falses	INTC.O falses	AMZN.O falses	GS.N falses	AAPL.O falses	MSFT.O falses	INTC.O falses	AMZN.O falses	GS.N falses	AAPL.O SMA mean imp	MSFT.O SMA mean imp	INTC.O SMA mean imp	AMZN.O SMA mean imp	GS.N SMA mean imp	AAPL.O SMA trade mean imp	MSFT.O SMA trade mean imp	INTC.O SMA trade mean imp	AMZN.O SMA trade mean imp	GS.N SMA trade mean imp	AAPL.O lag_1 mean imp	AAPL.O lag_2 mean imp	AAPL.O lag_3 mean imp	AAPL.O lag_4 mean imp	AAPL.O lag_5 mean imp	MSFT.O lag_1 mean imp	MSFT.O lag_2 mean imp	MSFT.O lag_3 mean imp	MSFT.O lag_4 mean imp	MSFT.O lag_5 mean imp	INTC.O lag_1 mean imp	INTC.O lag_2 mean imp	INTC.O lag_3 mean imp	INTC.O lag_4 mean imp	INTC.O lag_5 mean imp	AMZN.O lag_1 mean imp	AMZN.O lag_2 mean imp	AMZN.O lag_3 mean imp	AMZN.O lag_4 mean imp	AMZN.O lag_5 mean imp	GS.N lag_1 mean imp	GS.N lag_2 mean imp	GS.N lag_3 mean imp	GS.N lag_4 mean imp	GS.N lag_5 mean imp	AAPL.O digi-rsi mean imp	MSFT.O digi-rsi mean imp	INTC.O digi-rsi mean imp	AMZN.O digi-rsi mean imp	GS.N digi-rsi mean imp	AAPL.O SMA	MSFT.O SMA	INTC.O SMA	AMZN.O SMA	GS.N SMA	AAPL.O SMA trade	MSFT.O SMA trade	INTC.O SMA trade	AMZN.O SMA trade	GS.N SMA trade	AAPL.O lag_1	AAPL.O lag_2	AAPL.O lag_3	AAPL.O lag_4	AAPL.O lag_5	MSFT.O lag_1	MSFT.O lag_2	MSFT.O lag_3	MSFT.O lag_4	MSFT.O lag_5	INTC.O lag_1	INTC.O lag_2	INTC.O lag_3	INTC.O lag_4	INTC.O lag_5	AMZN.O lag_1	AMZN.O lag_2	AMZN.O lag_3	AMZN.O lag_4	AMZN.O lag_5	GS.N lag_1	GS.N lag_2	GS.N lag_3	GS.N lag_4	GS.N lag_5	AAPL.O digi-rsi	MSFT.O digi-rsi	INTC.O digi-rsi	AMZN.O digi-rsi	GS.N digi-rsi	AAPL.O f1 mean	MSFT.O f1 mean	INTC.O f1 mean	AMZN.O f1 mean	GS.N f1 mean	AAPL.O f1 std	MSFT.O f1 std	INTC.O f1 std	AMZN.O f1 std	GS.N f1 std
3 and 200	-0.15475662231524992	-0.06594626803475866	-0.047876099874160756	-0.05993310361208109	-0.09241044117866185	0.2906968215030348	0.3090641935096782	0.23620763723368962	0.3522091760606426	0.28987188114419465	456.0	689.0	659.0	635.0	528.0	177.131875	181.075625	176.655625	170.6275	180.301875	8.618492210901431	8.435527825241968	7.850194062960577	9.802042836947846	8.342766182544638	0.015494223459405548	0.01336177250779207	0.015355668858716236	0.012653783564659871	0.015233658901068503	0.011845835095877943	0.012496834846496734	0.013227018260187557	0.012647606212319964	0.011654244827992188	0.03244914434376677	0.027461793804434014	0.02915341526827314	0.029711663133594395	0.028850153513140003	0.02800150388094685	0.028325398833102543	0.02835103652704948	0.028194664451218997	0.030553516351308055	0.028864589205463323	0.029164385578507777	0.028967729161566824	0.027355019614611162	0.027517244282264736	0.028242154817650647	0.027830862685834443	0.02981057044259907	0.028193278923872453	0.030807985539626524	0.029277163766149604	0.02942749139758636	0.030181257470692096	0.028299420753770833	0.028672972368262464	0.028406148249310537	0.027052932412017366	0.02830340539880656	0.030237019097236938	0.028365432192819232	0.004116509394653477	0.002810334515636356	0.003539205384312278	0.002437763770635806	0.0039679168195282	0.0025655719307604826	0.0035034400220235735	0.004243923804496821	0.00338891051432152	0.00285093875379041	0.007465360818758128	0.004087758367687503	0.004603676849672379	0.004954091092547042	0.004832551843725457	0.004042741240924917	0.004340443350541254	0.004086887677023387	0.005114939796968506	0.006299514208103113	0.005220092835663944	0.005325857082874783	0.004811576333776134	0.004137039054101837	0.004277052673395752	0.005754115912832025	0.004383556411258562	0.006764469762479199	0.004469655983688997	0.007035102869932716	0.004583942320816198	0.005771709088224493	0.004948283780877337	0.003976859731828593	0.004075976837418636	0.004891766508480198	0.004563419999379386	0.004409608902891117	0.005327718695067438	0.005002691421160474	0.6376310039555254	0.6074031139201564	0.6670140204837095	0.6799470019421076	0.6387745273653096	0.022817295940059188	0.020433452574246124	0.021640673268484786	0.024297454570697322	0.02244381972267492
3 and 250	-0.001728725359673291	0.014214532994628914	0.01731738961748567	-0.0464412979366881	0.0030617824716901733	0.3401338433204957	0.34932969394289654	0.19899389491722827	0.38561861105608836	0.26698417533931657	751.0	796.0	810.0	786.0	844.0	179.195625	178.45	175.8875	173.596875	175.65625	9.808541458231003	9.907009792409218	8.360982898074157	11.21396276232882	10.922117186695075	0.013952981902217016	0.012680623919945724	0.014278850625251116	0.014091407583547126	0.01402598717192734	0.012323047718913942	0.012304869981484836	0.012959692436249219	0.011784312846731225	0.012009179551934035	0.02834583694567267	0.029464208929396354	0.029029328649916954	0.02963326473616954	0.029589345830504665	0.028971210018785786	0.029761925779194894	0.028570961137165347	0.026796724386032977	0.028256332133368783	0.027441027904281	0.029439943130019578	0.029959269932138197	0.028779314456988024	0.02946276485266451	0.026613669141215768	0.028758572505440574	0.02821165464507328	0.02973770355484592	0.028866180884450317	0.028921692595871504	0.030607408258137972	0.029102844941513478	0.028499566642581818	0.029143866572103553	0.030087777434369033	0.027077629436253893	0.028385915564995767	0.030056522663731603	0.03201658259891467	0.0030082560550690287	0.0029587728276586666	0.0029692377038164196	0.004105172093155905	0.0027195366678128365	0.0025606692838183996	0.003115707071887036	0.004037897933699129	0.003092123193036976	0.0028639000849379186	0.006349691221477143	0.004708695126597089	0.006540491143952411	0.006109027428299067	0.005882398079825076	0.0057667710653024045	0.005227014842444736	0.0047977279648629195	0.004145980988353317	0.005632144819218533	0.0039668258311936575	0.0067898586874432796	0.005475488039198661	0.004620708554720357	0.004546909889662538	0.004634353144403743	0.005055045598101318	0.004642893922949561	0.006215278499766296	0.005325030968589933	0.005576318025735195	0.007300653826261672	0.004723231854205125	0.0052742431328266295	0.005690516339894456	0.008932935408262423	0.004555679074522694	0.004761941690547602	0.00536443142055305	0.007751930603841041	0.6325130699875552	0.6141317114564699	0.6639654902512239	0.6705697850597023	0.6477709032586225	0.02623204440072508	0.03169812515250776	0.024467835097901087	0.028103165710701424	0.025688006305140055
5 and 10	-0.18859541635140928	-0.2244059273321012	-0.15856666665033617	-0.1544264722756879	-0.1217775020774867	0.33267233224411924	0.3511213251269422	0.2565213022442405	0.3357021786847548	0.22590587062553832	513.0	427.0	449.0	494.0	422.0	179.5075	184.0975	176.6325	173.3575	177.754375	9.083791377564722	8.652732942088546	7.53751966011643	8.837618935141794	9.73881775249878	0.013981922577701573	0.013323697990791729	0.013539853935458045	0.01481999381606569	0.01188009240927252	0.012097685399286824	0.010836792851216146	0.013346621719067715	0.012949820949071949	0.011843372883872575	0.03086943697471703	0.02807012083144966	0.030277557214249455	0.029912549258253505	0.029965994826325924	0.028340223563020503	0.029139494962467302	0.030713104600208364	0.027389140882510966	0.028208259117396075	0.0309052022397929	0.027293206920329965	0.0302683415097213	0.02801562793141435	0.027862217731284947	0.03041397534350146	0.02975391281923624	0.027616593567769746	0.028735054272555464	0.027465140720299555	0.028255367785658826	0.03093893235576215	0.027171302393331792	0.03063148664690816	0.028445612812170968	0.029543684935324253	0.026774986631030236	0.02836646947475939	0.029312395773473186	0.030724751373271554	0.0030786990777289607	0.0029722202285461124	0.004034758920109072	0.0035145004216564656	0.0032414649163918586	0.0029162444289386994	0.0023998133158640933	0.005082057879672475	0.00383080692149314	0.002972853496349964	0.008070750629847695	0.004743279121050224	0.00788836557062872	0.007484538055214266	0.005919003072653572	0.006516382837056136	0.004943088529117794	0.0055186465246693725	0.004399248651276811	0.004730089813292444	0.005137298076368352	0.003930932294595678	0.007130325436431504	0.005010672958160129	0.005357474440455127	0.005605491133491586	0.006095137388916152	0.004732374813507284	0.004496584475881088	0.004826043454289814	0.005643473889287815	0.005611788199064311	0.004611510072685693	0.0073114349799026845	0.005336656283459689	0.005120236404584518	0.005543896513624753	0.004885443228404701	0.0048761278535776765	0.006565155054112045	0.6325580913719515	0.6004347427153602	0.6644923670757994	0.6703061470958587	0.6467456886655875	0.027776090089523454	0.023147667628096072	0.021209136415545105	0.021713261366632982	0.02603799252964306
5 and 20	-0.17394257991747428	-0.14105083054975392	-0.06215146772963085	-0.09533070249160844	-0.02739494621593701	0.36752712263501036	0.35846021157843144	0.215815280610658	0.4237369245721976	0.26820562382648333	549.0	571.0	674.0	583.0	677.0	177.308125	181.193125	175.6525	172.860625	174.194375	7.940329937040916	8.37300093752605	10.068520407164785	9.506915273006808	7.07515932923659	0.014956425645414932	0.013293467589744791	0.014474441593758863	0.015591525243564584	0.01104795456054603	0.011643672734838201	0.011869701810650269	0.012580690090949262	0.01222002326367084	0.01115064877745387	0.0295903995779049	0.028285364916226022	0.02860462475627711	0.029137178540807808	0.030193883478011982	0.02858973903196337	0.027637561929906254	0.02844126066486736	0.028538575432588864	0.02978652111217398	0.02967022886208375	0.02832048817668825	0.029316792209214543	0.028954180906147663	0.02960982007249604	0.027277877014162007	0.028356883619163283	0.028230551005607493	0.03047299848635334	0.028517769958462794	0.030305328642486674	0.031636018017419686	0.028705423299528174	0.028698885943277914	0.029636491575946406	0.029069818602537295	0.02816785249058708	0.028253253321326634	0.030536472553784916	0.02862920449140652	0.003531659049813573	0.0031263750503855063	0.003321577645350401	0.004278790050711016	0.0024586620741476506	0.0027591055631677984	0.004500066838366121	0.004306247038441688	0.002568819713168215	0.002504731471295385	0.004740357628960085	0.004502086546950247	0.005708594796344617	0.004523659424493107	0.0072971089469459904	0.005350076473135874	0.003954732779443955	0.005354020311755629	0.00570131638556709	0.00728699853194394	0.006033489773609298	0.0044890561787796395	0.005300575175871934	0.004376152845161214	0.004966641971410448	0.0053854486238640396	0.00536051654193825	0.004809864936065298	0.0051930830657304795	0.005221771399657225	0.005150810800053657	0.006476242290394171	0.004357016344114121	0.004550394564767071	0.005386902643854272	0.0048723473606685636	0.005480514999019364	0.0050010157900527525	0.0056856278683898144	0.004630641743825819	0.6372872257456933	0.6119072167238748	0.668908645706792	0.6740399002357828	0.6550948502797809	0.02008041563994784	0.022998700759439036	0.026855669415812782	0.022733600008518977	0.019542923035631772
5 and 30	-0.09469563871471687	-0.19642207359666372	-0.060189546871034796	-0.1480522743305552	-0.04577175085739864	0.29072067828080045	0.3481557062039279	0.2029404190499267	0.2958173720213108	0.2979650870715848	518.0	416.0	580.0	505.0	666.0	181.19625	179.60125	178.46375	174.334375	175.7825	8.248500441729425	8.77876216235464	8.636857530664903	10.449440780121211	9.288857332529663	0.015005460339799832	0.014201170567443133	0.01482099907019022	0.014720839639025672	0.01421032425597641	0.012791833645708281	0.012249261152560037	0.011768740822122934	0.011873943603557646	0.011818519772253995	0.03003265717462532	0.02954741399999507	0.02865438477856946	0.030988115216225593	0.027930525812255465	0.029853908359473772	0.029825041000585795	0.028966239057695513	0.031007814283565763	0.028334730315111446	0.026941580157723553	0.02822982417779125	0.02783001611269864	0.02773077019251906	0.030917538053492448	0.02793488350297546	0.028022076703489936	0.028149709197656043	0.030453726670295857	0.02710950531691557	0.0296427665359177	0.02941474974812161	0.02852221162938105	0.02934176349109128	0.027851855489479767	0.030245154604104863	0.027540711909091624	0.02849720303508518	0.029769136653739668	0.027252893951688145	0.0036344084153622914	0.0028407787238408796	0.003309372899310478	0.0034663165787334827	0.0041478134722036574	0.0035446050528206052	0.003067986912810205	0.003777034669572859	0.00356516703033781	0.002972342885242316	0.005723744015332856	0.004968119395299101	0.004807433765243137	0.006952912655762279	0.0048132236819280255	0.006364358573897591	0.004887068469623506	0.00529122512417804	0.006709289950748964	0.004696269377413908	0.00391535808806436	0.004574408028382368	0.005102275868707898	0.004733852384033934	0.005481374734449516	0.0045888443173501955	0.004012830079860831	0.004702299521661015	0.0052518924452655815	0.004228819927504078	0.00564057237288757	0.004634743951752081	0.005117038962123157	0.005789127174852069	0.004633563276648142	0.005622790576924944	0.004488811895143268	0.004899756642713435	0.005201418415634725	0.004232983398122178	0.6244021421167024	0.6175760856821683	0.6606437313178894	0.6701701059322152	0.6511113259126259	0.022980130831736667	0.023596341650495022	0.02102142695802152	0.025851175830207664	0.022132099575852666
5 and 40	-0.1468018891632898	-0.2088095214497853	-0.04975331187139385	0.02303788302009486	-0.03492341539567374	0.3134361113532528	0.38079766310568225	0.2424860629974233	0.39139552800772703	0.298403478686824	470.0	452.0	664.0	859.0	766.0	177.084375	183.398125	174.0875	174.3525	176.96375	8.264529320380563	7.903474682341246	7.8081174386794645	7.631981932475743	8.319672260917535	0.014033320264492177	0.013526092062095959	0.01407702586727977	0.014132590484079362	0.012930800557974994	0.012568244048945605	0.011845882391002758	0.011725205540166714	0.012605651685490793	0.01158792029214065	0.029329126959116932	0.02767608769505088	0.02729905980802274	0.028877337411958293	0.02983199189158016	0.02806242196885501	0.02754785096252739	0.029769745066970377	0.03141533436863822	0.02891877285192229	0.02878017460077281	0.02908738308356106	0.0295615694072707	0.029075067089662027	0.030173269402008124	0.033513822883489856	0.02883106666311729	0.02854856610841259	0.0293572991493961	0.02902915977429816	0.02776420900802741	0.029130524492588693	0.029347383911194572	0.030164205015231635	0.028604153509427042	0.028020812246574572	0.02798715635452766	0.027740900673737797	0.03006548602147609	0.0274573284269147	0.003455432118155826	0.0029247543775469016	0.002783139153961667	0.0039569128097755825	0.0026196546354898	0.0034241107744884627	0.0026852461506641865	0.0026883725295048116	0.003052682817541971	0.003282308929171817	0.004328900308404728	0.005232143067169616	0.004109227149677397	0.004922967283783471	0.004731649645538635	0.005164079226918808	0.0052045249237380915	0.006401698042275349	0.00783343523312218	0.004684868171453008	0.004795129442739525	0.0051479885242168245	0.005402413071123549	0.004756236497174824	0.005750123778300301	0.009607522251576414	0.00456677213376398	0.00563998178153915	0.005053171584903267	0.006304900196717679	0.004133810231379142	0.005376019188379141	0.004839804653444294	0.006210043372898465	0.004840061799237981	0.005295851717109606	0.004153472780614893	0.003997109080683183	0.006120883632932838	0.004311727147775859	0.6404065397902392	0.6074845536541258	0.6742240336987219	0.669839541925103	0.6523597276409787	0.023625794153697196	0.025945270496374347	0.0214744451772958	0.019435908747428295	0.021960895872497253
5 and 50	-0.17319742414354353	-0.11363202118020219	-0.005609925764874823	-0.05655468060163088	-0.05622227214612252	0.2723605586655134	0.4282075251188903	0.17885268975721522	0.33998717869459444	0.2492591778188528	421.0	635.0	745.0	636.0	635.0	180.629375	179.915	175.175625	165.741875	177.69	8.614284113675348	9.96562070307205	7.08686606713667	7.343122454991029	8.049108185949434	0.013590109665952888	0.013438721054869297	0.014806396017329429	0.014457126576705996	0.012225394137908654	0.012630179234068615	0.011551201634960453	0.01224623299308422	0.012077886879128781	0.012292234326815117	0.02887763560593462	0.030596399754607432	0.028213208701335844	0.029738164465361636	0.02935812511164694	0.02942823188077359	0.02678463214345609	0.02848365930174818	0.029872679461108116	0.029546688432963687	0.030720998998538106	0.02994548957679888	0.02774665053576326	0.030938540982360752	0.028502587238529817	0.02785551242487284	0.031580093794474795	0.02996568660701634	0.027888843959620463	0.028534598707161435	0.02809320420846555	0.02952375575205043	0.02846052295740015	0.028613117379474407	0.029593717326282826	0.027740787248112072	0.027150796159197906	0.02837457681056843	0.029531501131639378	0.029024110821912464	0.002672955442033537	0.0025798097045564095	0.003425919493837415	0.004332978584438122	0.0026541252479700883	0.0028974445183909334	0.0028120977197543064	0.002998001962099458	0.002858212187633497	0.004380040225063928	0.0051807351459025874	0.0047003421696523474	0.004750244407648341	0.005892527422696513	0.0058999395998859255	0.005180469919121627	0.0042815005910501495	0.004113368542293549	0.005916868570322039	0.005611635423530741	0.005871942742729251	0.004933019141426455	0.004874067689108347	0.00584118182301829	0.004720917271270876	0.005415186765214163	0.005871631065712572	0.00566729681834518	0.00470994317153111	0.004663199214114732	0.005600870677243257	0.004426107172105227	0.005923493256701105	0.003931682646698917	0.005556464221819396	0.00457381167572506	0.005477491821806988	0.005470058954120287	0.0047917922254895875	0.004586085081109546	0.629719875375879	0.6139424970158527	0.6729742427480484	0.6928062559640172	0.6488246661011278	0.023715222237900534	0.0303512960321123	0.018061901919373523	0.017458912313667804	0.020858412064530662
5 and 75	-0.12722066879221483	-0.10359688433461828	-0.021398004001446022	-0.15328513511412162	0.08106933904026033	0.3622063430176841	0.3821109820817988	0.2306190321474467	0.39592471811532753	0.23537477073626487	587.0	653.0	790.0	552.0	997.0	180.220625	181.66375	177.46	170.86375	176.890625	9.681000760210669	7.7061859405995765	9.658698490756121	8.336508369507692	9.160095753088697	0.014962089318366996	0.013388620721256912	0.014463438585153166	0.01580467998023212	0.013500567055754293	0.012354629855484998	0.010990853373561782	0.012904688925007936	0.013365619674001818	0.011485319855795675	0.029452730158058767	0.02892043114469439	0.028534006855585305	0.02943883156970011	0.030534941307938487	0.02922496827677564	0.028269542078697526	0.029155713531034765	0.02741448092150152	0.02989988749022227	0.027853626394802627	0.027413829314226028	0.028863567837570592	0.030451500458372874	0.028108530885425247	0.029758578135831285	0.029668563119025274	0.027003876683413287	0.030358150223963033	0.029309952630609638	0.027386350944317767	0.028663945377030917	0.03147773114726641	0.029607679822274885	0.028364775861808442	0.028646128910975257	0.026969719535966042	0.02964564341591923	0.02892883458131763	0.027452974041059	0.0031471307799312057	0.0030269273052899778	0.0030250628442583354	0.0051437791132852816	0.0025880421863179763	0.003346895086699389	0.002552763930398532	0.003584709774133665	0.005143916066423918	0.003520852919183808	0.006639044100911936	0.005006211569840133	0.0037642418859340707	0.005631101564998394	0.005471352862086462	0.0055050822221569115	0.003992503117066352	0.005160684728304587	0.004086133037297355	0.007405401503839003	0.004976611755616245	0.0042412867028611126	0.005572473919216006	0.005660546356268834	0.004413565424226335	0.004593803424229822	0.005905762945025303	0.004441643662203701	0.005373682908639049	0.005716376030169955	0.004305943135766087	0.004729735289430383	0.00515470749939777	0.004245398678487133	0.004702364002080984	0.005317027134870845	0.004209746135615504	0.005665708750486403	0.005645938256948798	0.005040280336462833	0.6308689020018539	0.6133329653510377	0.6611821070170366	0.6801777445319143	0.6485688111198188	0.02690161669367548	0.019634537370157655	0.022492134302219118	0.022768674001415447	0.020706984216106845
5 and 100	-0.05378844716324696	-0.2926979284459202	-0.04798431754337359	-0.09825383297667761	-0.011437977883066814	0.23793635018237028	0.31552079485240647	0.18699371829314268	0.29193677190092715	0.2729386936861804	627.0	243.0	624.0	557.0	791.0	179.955625	185.02	175.93625	172.76625	176.6225	8.878015985527083	9.248543654264061	9.644445059868442	8.806181292455738	9.110330266981736	0.014182602531089479	0.012652161030655348	0.014100830016540295	0.014413615746543753	0.013957065504465243	0.01269097866487804	0.011636485760753195	0.012287483776191845	0.012324351267888008	0.01148904971027284	0.032117820218274994	0.029265282416769622	0.03023414676264808	0.029787501811859185	0.028681042895340188	0.028474742613551006	0.028770553853941564	0.029227028562749505	0.028087209066155933	0.030295651650503307	0.02803008168206682	0.029822624322289774	0.0283096515089875	0.029112944189445628	0.029330348709557297	0.028773774237315655	0.029211972255273357	0.028300848140470868	0.027528862769431513	0.02824923478138989	0.028097601397515593	0.030874232346713503	0.029478949955545754	0.028553917691125207	0.028987116505961037	0.028172167507435696	0.029149437763153253	0.028443070614543976	0.029325698810628676	0.027571860950077385	0.0032029399650803573	0.0026634761935552267	0.002979172477049246	0.003467953483556626	0.002790944499232228	0.0031541846436618473	0.0029861207427441757	0.0034410532638421525	0.0032160416803872715	0.0031510187786630965	0.0069585972331577045	0.004578650081396558	0.004783655991262231	0.004885721781742191	0.004881795432777177	0.005658059561467031	0.00461612145327582	0.005132664115377945	0.005835617965417794	0.005372155793664239	0.005774445149251145	0.004494973770894652	0.0051555326384704146	0.004510350696518237	0.004921219143914879	0.004601919103061006	0.005828970869574135	0.004064251806394634	0.0073655794480711806	0.004473670057887709	0.00428391732985975	0.00528951373475637	0.004974354971515587	0.004580714680446148	0.004877105890149882	0.004296607527127782	0.004996883585450266	0.005324112496027158	0.004037348841887656	0.0042671368010889455	0.6317951680395991	0.6031217703458668	0.668906584135702	0.6762249222496812	0.650596785040954	0.02775657693597236	0.02618020147745449	0.021590738570553294	0.023308523879603787	0.0244072548878412
5 and 125	-0.11825404384841884	-0.14704316953776841	0.03327794653398248	-0.12207277917481607	0.007131550267266524	0.34301956563208374	0.3170999595325231	0.21592375204550954	0.2779290796174803	0.30317515177548837	528.0	546.0	860.0	573.0	806.0	179.885625	180.839375	176.10625	176.085625	178.2275	9.400213873759473	8.219081178514525	9.677538176272975	8.616100719242292	9.193398058112626	0.014692635917659968	0.013389114470115848	0.015139058316511921	0.01490750309033073	0.013601801041060109	0.012595814096764177	0.01164320377042093	0.011797499787249342	0.011746134484817795	0.012207233180986847	0.028968458561687144	0.0278508365257802	0.029247926935446512	0.029728986125464443	0.02903481468721904	0.02934632228660685	0.029109048076213062	0.028704442611621993	0.028351042726367636	0.029372362298419826	0.029662785531802904	0.028314401007141447	0.027778664924930002	0.02953662643804825	0.03104163875860654	0.028213300121803644	0.03059408167783183	0.02685917672773495	0.028022481096434092	0.027961943432662544	0.029257513652016072	0.02912438866605903	0.030483929193994466	0.028517749990181113	0.03067452483594721	0.02904990228016224	0.02716825019293434	0.028914089537086164	0.02920092159229792	0.02818939135158107	0.0034389698805823007	0.0030584405447127306	0.005789495730405361	0.009319009027695372	0.002949742572453596	0.00382968202888298	0.003371175217019477	0.002656790991850238	0.0025636584695980257	0.0030752018264176197	0.004579288868077383	0.0044176463995279445	0.00485114212377253	0.0057821490725100885	0.005202363932117033	0.004565653311848282	0.006016078411797497	0.005501237965358742	0.004188661520589738	0.005172848045968939	0.006323320570030844	0.003731816730071036	0.004425663803921526	0.00585921734331761	0.00709181284511559	0.004485969999010013	0.006143095426949344	0.0043074907523425665	0.004903490667183745	0.005130560048858053	0.005199696913838207	0.00534237737024155	0.0058303440383457705	0.004958037913230522	0.007859070668406277	0.0057842022792946955	0.004457316652990395	0.0048964689936141495	0.004897852695630375	0.0062051218293884295	0.6310602365039542	0.6117198873516309	0.6658956025539873	0.6655466124513413	0.6418877723838905	0.026703968570935724	0.025323826239900267	0.021765809671346385	0.024605719363794666	0.022989938446698586
5 and 150	-0.08832631606749439	-0.19704439592907264	-0.12212882959245669	-0.1688296213316379	-0.09408805138042624	0.3214678202922489	0.3603954912535883	0.22244851868034712	0.3429246093792183	0.2744164213762546	656.0	507.0	430.0	487.0	543.0	180.280625	182.340625	176.116875	173.6075	177.42375	8.942558663857639	8.312583022574374	10.974561077950186	8.607104341950372	7.295286093566981	0.015554651134854743	0.015415570029184813	0.017243611505266446	0.013681264574929495	0.0149488319152978	0.012055446147376702	0.01107371576933074	0.012474867743237764	0.011877712972918213	0.01254451267743618	0.029280149712577367	0.029054436490586203	0.02957525437553764	0.030854699839205645	0.029029122045296934	0.02922451358304398	0.02869964893159509	0.029006391843313238	0.028678765291079406	0.027175779819384443	0.030096847149169364	0.028066937732893562	0.028166443809269363	0.02950448308116136	0.029071184636547433	0.02790958616962267	0.030429842348097126	0.027887904637610848	0.026489876924568948	0.029329585629735744	0.02696738495255533	0.029756063317778202	0.02885494058101677	0.02935827400915449	0.030037332458835664	0.02901642370892703	0.027882508902378488	0.027564872968459747	0.027186527733356326	0.02897403284740879	0.0038522181216551436	0.005138303010081533	0.0076178616628727516	0.003210620995918061	0.0030881491779945858	0.002716898410715321	0.002380812917819197	0.0036685183092734497	0.00272730800253122	0.003864958373085723	0.004121745155795759	0.005033478461537383	0.005162565475187315	0.0055069694482444325	0.004394312636738463	0.005685425637963963	0.004718850411190771	0.005491707597433186	0.004905130198748702	0.004356564450296905	0.004703428501365335	0.004948195210452304	0.0044664759734641705	0.004835155411018661	0.004569498762344094	0.0042488837907668706	0.006207744063721045	0.004549229661310007	0.004036808172326438	0.006891575633625274	0.0040809433664846465	0.005677266777283105	0.005090770062813816	0.004754095194326592	0.004596954576332433	0.0047890655330969445	0.004233365084341452	0.004043365536882743	0.004268033085551683	0.005553786647637437	0.6303028985419686	0.6041630708840262	0.6681738596711139	0.6722285514719443	0.6471861940507483	0.02691792030933323	0.022936698033143035	0.026060863652590128	0.020221024416790388	0.01936591048990771
5 and 200	-0.06187829656227345	-0.09274584924705077	-0.019383098141325078	0.005358660839636335	0.012777600195182785	0.2948015770746058	0.3496983193130078	0.17966229561531163	0.25369624131809704	0.24734849746462292	592.0	592.0	682.0	769.0	875.0	180.92125	181.034375	175.490625	170.119375	179.21625	10.70025037259749	7.432628797481445	7.811324958538093	7.007197201253926	8.230846111112463	0.01452704780422367	0.013284619002228625	0.014489442605438812	0.014998839182442374	0.01389273585411587	0.012604585743819419	0.012594134002531166	0.012001767786938742	0.012235000529136987	0.011488555382375212	0.029511973704969205	0.02831302548886354	0.030367155262741027	0.029642116647752615	0.029679295814251935	0.027605612910333602	0.027049264368958492	0.02757055492998791	0.027952801251907945	0.02939298777045846	0.02903627683131227	0.030447096246978438	0.029764134665403376	0.027847039936421857	0.02814008410047986	0.029805976171464837	0.027815425936395334	0.028686932833015155	0.028895105846673513	0.027483528485552834	0.03101549314975863	0.02945377235137538	0.031388530807907634	0.02978249542528196	0.028202695343798337	0.028537799154491075	0.027937148685514713	0.029944436461840043	0.028482909008906397	0.02813160251395273	0.003585186362882902	0.0032448437993493093	0.004152740198768375	0.004500834050830581	0.003005323731551346	0.003642006695257284	0.0030831239155777635	0.0028303699224083993	0.0032363408914604904	0.002415661505243942	0.004420173550371371	0.004508911341179129	0.0056533215816836685	0.005194978544683936	0.004209909745169069	0.005106077440664566	0.004519484496601103	0.005528097150461204	0.005579706648497956	0.005599679074527446	0.0050921506287308245	0.005665664704620614	0.005112158061373524	0.0051098683298398005	0.004504237630731573	0.007299874923791192	0.004081969649087147	0.006201818288610148	0.0044609507356979565	0.004455527704531085	0.005309519754442066	0.006042001096104652	0.005532795105211728	0.005201529058640255	0.004850407969458625	0.005723746240647704	0.005960871744656073	0.006540397573907666	0.004388142602160359	0.004809172176400838	0.6271428511513925	0.6088749797359742	0.6656245226534249	0.682506571039838	0.6428911118644421	0.028716776382293526	0.023686410890635383	0.022462023051711154	0.01721077261033755	0.02193257110193836
